drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022004,Influenza like illness,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024770,Local swelling,3,106,2,1088,15.0,0.907327,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061218,Inflammation,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033371,Pain,7,102,31,1059,2.25806,0.406231,0.0642202
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10069328,Incorrect product storage,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10069327,Product quality issue,2,107,10,1080,2.0,0.768055,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013678,Drug effect decreased,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013709,Drug ineffective,7,102,50,1040,1.4,0.390852,0.0642202
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061822,Drug intolerance,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10051327,Pharmaceutical product complaint,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019754,Hepatitis cholestatic,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10050904,Cytolytic hepatitis,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10020751,Hypersensitivity,2,107,8,1082,2.5,0.784161,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013700,Drug hypersensitivity,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10002199,Anaphylactic shock,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10046735,Urticaria,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10039073,Rheumatoid arthritis,1,108,7,1083,1.42857,1.06431,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10007882,Cellulitis,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10058080,Staphylococcal infection,3,106,3,1087,10.0,0.810293,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021789,Infection,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024774,Localised infection,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10062352,Respiratory tract infection,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006451,Bronchitis,2,107,5,1085,4.0,0.830607,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024968,Lower respiratory tract infection,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10035664,Pneumonia,5,104,14,1076,3.57143,0.511211,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10040070,Septic shock,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028810,Nasopharyngitis,3,106,12,1078,2.5,0.637632,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10046571,Urinary tract infection,4,105,9,1081,4.44444,0.592469,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019974,Herpes zoster,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10039227,Rotator cuff syndrome,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10042361,Subdural haematoma,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10016173,Fall,4,105,22,1068,1.81818,0.534194,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022116,Injury,2,107,14,1076,1.42857,0.749224,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10039203,Road traffic accident,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10052428,Wound,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005191,Blister,2,107,5,1085,4.0,0.830607,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10050584,Contusion,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10058818,Skin laceration,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064295,Drug administration error,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064294,Drug dose omission,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021597,Inappropriate schedule of drug administration,2,107,2,1088,10.0,0.994941,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064307,Incorrect drug administration duration,4,105,2,1088,20.0,0.860179,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064353,Wrong technique in drug usage process,1,108,7,1083,1.42857,1.06431,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033295,Overdose,3,106,4,1086,7.5,0.757127,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021576,Inadequate analgesia,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019300,Heart rate abnormal,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019303,Heart rate increased,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019304,Heart rate irregular,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005734,Blood pressure decreased,2,107,4,1086,5.0,0.860179,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005750,Blood pressure increased,1,108,12,1078,0.833333,1.03597,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005470,Blood creatine phosphokinase increased,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022595,International normalised ratio increased,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018838,Haematocrit decreased,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018879,Haemoglobin abnormal,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018884,Haemoglobin decreased,3,106,9,1081,3.33333,0.659054,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047942,White blood cell count decreased,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047943,White blood cell count increased,2,107,2,1088,10.0,0.994941,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10001551,Alanine aminotransferase increased,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003481,Aspartate aminotransferase increased,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10060795,Hepatic enzyme increased,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024690,Liver function test abnormal,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005557,Blood glucose increased,1,108,11,1079,0.909091,1.03962,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018484,Glycosylated haemoglobin increased,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022806,Intraocular pressure increased,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047895,Weight decreased,3,106,15,1075,2.0,0.624426,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006825,C-reactive protein increased,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005483,Blood creatinine increased,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10053123,Protein urine present,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10038695,Respiratory failure,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061428,Decreased appetite,3,106,7,1083,4.28571,0.682714,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021058,Hypophosphataemia,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021015,Hypokalaemia,2,107,3,1087,6.66667,0.907327,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10012174,Dehydration,5,104,6,1084,8.33333,0.597139,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10016807,Fluid retention,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047626,Vitamin D deficiency,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10031149,Osteitis,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006002,Bone pain,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003246,Arthritis,2,107,7,1083,2.85714,0.795466,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003239,Arthralgia,6,103,20,1070,3.0,0.454505,0.0550459
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10048706,Joint range of motion decreased,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10023232,Joint swelling,3,106,7,1083,4.28571,0.682714,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10048439,Fibromyalgia,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028411,Myalgia,3,106,10,1080,3.0,0.65057,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028334,Muscle spasms,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10049816,Muscle tightness,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028372,Muscular weakness,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003988,Back pain,5,104,16,1074,3.125,0.502402,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028391,Musculoskeletal pain,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033425,Pain in extremity,3,106,20,1070,1.5,0.610935,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006811,Bursitis,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028997,Neoplasm malignant,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10014581,Encephalitis,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10048964,Carotid artery occlusion,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10008111,Cerebral haemorrhage,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10008190,Cerebrovascular accident,2,107,21,1069,0.952381,0.733163,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019016,Haemorrhagic stroke,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019211,Headache,9,100,19,1071,4.73684,0.391983,0.0825688
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10027599,Migraine,3,106,4,1086,7.5,0.757127,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013496,Disturbance in attention,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013916,Dyskinesia,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10015832,Extrapyramidal disorder,3,106,6,1084,5.0,0.699934,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10043118,Tardive dyskinesia,3,106,3,1087,10.0,0.810293,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10044565,Tremor,2,107,11,1079,1.81818,0.762114,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10049848,Balance disorder,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10002948,Aphasia,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10010305,Confusional state,1,108,11,1079,0.909091,1.03962,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024855,Loss of consciousness,1,108,10,1080,1.0,1.04399,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10029202,Nervous system disorder,4,105,1,1089,40.0,1.11351,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10011469,Crying,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013395,Disorientation,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006784,Burning sensation,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033775,Paraesthesia,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10020937,Hypoaesthesia,1,108,9,1081,1.11111,1.04929,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10041466,Speech disorder,3,106,1,1089,30.0,1.15032,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10046543,Urinary incontinence,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10029331,Neuropathy peripheral,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018659,Grand mal convulsion,2,107,2,1088,10.0,0.994941,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10041962,Status epilepticus,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022437,Insomnia,1,108,11,1079,0.909091,1.03962,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10029328,Neuropathy,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10002855,Anxiety,3,106,23,1067,1.30435,0.605574,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10042209,Stress,2,107,5,1085,4.0,0.830607,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10012378,Depression,2,107,13,1077,1.53846,0.752882,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10002511,Anhedonia,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10049119,Emotional distress,2,107,5,1085,4.0,0.830607,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10043528,Throat tightness,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061284,Mental disorder,2,107,4,1086,5.0,0.860179,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10048294,Mental status changes,3,106,3,1087,10.0,0.810293,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10042464,Suicide attempt,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10038428,Renal disorder,2,107,2,1088,10.0,0.994941,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10038435,Renal failure,1,108,12,1078,0.833333,1.03597,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10038436,Renal failure acute,4,105,13,1077,3.07692,0.562878,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013990,Dysuria,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10046555,Urinary retention,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10037032,Proteinuria,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10069339,Acute kidney injury,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10046910,Vaginal haemorrhage,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10009033,Chronic obstructive pulmonary disease,2,107,3,1087,6.66667,0.907327,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047924,Wheezing,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10035618,Pleurisy,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10035598,Pleural effusion,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10037377,Pulmonary embolism,2,107,14,1076,1.42857,0.749224,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10038687,Respiratory distress,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10011224,Cough,3,106,15,1075,2.0,0.624426,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10036790,Productive cough,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10015090,Epistaxis,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10034829,Pharyngeal oedema,2,107,4,1086,5.0,0.860179,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033474,Pain of skin,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10042682,Swelling face,1,108,7,1083,1.42857,1.06431,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10015150,Erythema,1,108,14,1076,0.714286,1.03021,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10051576,Generalised erythema,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10037855,Rash erythematous,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10037087,Pruritus,4,105,21,1069,1.90476,0.536216,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10037844,Rash,5,104,18,1072,2.77778,0.495443,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10001760,Alopecia,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061114,Economic problem,2,107,2,1088,10.0,0.994941,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10050954,Activities of daily living impaired,2,107,5,1085,4.0,0.830607,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10050778,Walking aid user,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10051055,Deep vein thrombosis,1,108,7,1083,1.42857,1.06431,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10069889,Product adhesion issue,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10070863,Toxicity to various agents,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022052,Injection site bruising,1,108,2,1088,5.0,1.22062,0.00917431
10324,Tamoxifen,8640,Prednisone,10002034,Anaemia,18,123,11,1399,16.3636,0.372375,0.12766
10324,Tamoxifen,8640,Prednisone,10033661,Pancytopenia,5,136,4,1406,12.5,0.66498,0.035461
10324,Tamoxifen,8640,Prednisone,10014080,Ecchymosis,3,138,1,1409,30.0,1.15132,0.0212766
10324,Tamoxifen,8640,Prednisone,10009802,Coagulopathy,1,140,2,1408,5.0,1.22156,0.0070922
10324,Tamoxifen,8640,Prednisone,10023126,Jaundice,2,139,4,1406,5.0,0.86151,0.0141844
10324,Tamoxifen,8640,Prednisone,10024288,Leukaemia,2,139,1,1409,20.0,1.22156,0.0141844
10324,Tamoxifen,8640,Prednisone,10000880,Acute myeloid leukaemia,1,140,2,1408,5.0,1.22156,0.0070922
10324,Tamoxifen,8640,Prednisone,10025310,Lymphoma,5,136,1,1409,50.0,1.09188,0.035461
10324,Tamoxifen,8640,Prednisone,10043554,Thrombocytopenia,10,131,12,1398,8.33333,0.418965,0.070922
10324,Tamoxifen,8640,Prednisone,10036051,Polycythaemia,1,140,1,1409,10.0,1.41145,0.0070922
10324,Tamoxifen,8640,Prednisone,10025197,Lymphadenopathy,8,133,5,1405,16.0,0.563204,0.0567376
10324,Tamoxifen,8640,Prednisone,10027459,Metastases to lymph nodes,1,140,1,1409,10.0,1.41145,0.0070922
10324,Tamoxifen,8640,Prednisone,10041660,Splenomegaly,4,137,1,1409,40.0,1.11454,0.0283688
10324,Tamoxifen,8640,Prednisone,10024378,Leukocytosis,2,139,2,1408,10.0,0.996092,0.0141844
10324,Tamoxifen,8640,Prednisone,10024384,Leukopenia,8,133,3,1407,26.6667,0.671217,0.0567376
10324,Tamoxifen,8640,Prednisone,10001507,Agranulocytosis,3,138,2,1408,15.0,0.908588,0.0212766
10324,Tamoxifen,8640,Prednisone,10016288,Febrile neutropenia,4,137,8,1402,5.0,0.605969,0.0283688
